#Exudyn implicit second order time integration sensor output file
#measure Body number = 3
#OutputVariableType = Rotation
#simulation started = 2024-11-21,19:58:35
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 3
#Exudyn version = 1.9.0; Python3.11.8; Windows AVX2 FLOAT64
#
0,-0,0,0.248559429
0.001,-2.315739316e-52,-6.078793727e-52,0.2485594209
0.002,7.281270808e-52,-7.275157636e-52,0.2485593744
0.003,6.299151099e-51,-4.557000317e-51,0.2485592425
0.004,1.067916773e-50,-8.874912596e-51,0.2485589827
0.005,5.864717695e-50,-3.521756745e-51,0.2485585684
0.006,1.066154457e-49,1.830808167e-51,0.2485579862
0.007,8.583316206e-50,-2.375700619e-50,0.2485572326
0.008,6.504995745e-50,-4.934442313e-50,0.2485563123
0.009,6.505598413e-50,-4.93441366e-50,0.2485552432
0.01,6.506156324e-50,-4.934712968e-50,0.2485540553
0.011,6.506464892e-50,-4.934561411e-50,0.2485527846
0.012,6.506894302e-50,-4.933980728e-50,0.248551467
0.013,5.500431725e-51,3.703181843e-49,0.2485501377
0.014,2.310811361e-49,1.149434335e-48,0.2485488356
0.015,1.226264279e-49,1.536152209e-48,0.2485476042
0.016,-2.709825496e-49,1.563408193e-48,0.2485464875
0.017,-2.709776662e-49,1.563406511e-48,0.2485455209
0.018,-2.709608518e-49,1.563401248e-48,0.2485447251
0.019,-2.70943426e-49,1.563400507e-48,0.2485441072
0.02,-2.709311428e-49,1.563395071e-48,0.2485436643
0.021,-2.709423046e-49,1.563382314e-48,0.248543385
0.022,-3.359669265e-49,1.646695099e-48,0.2485432472
0.023,-1.414712487e-48,7.388056829e-49,0.2485432189
0.024,-2.428440818e-48,-2.524074346e-49,0.248543264
0.025,-2.428432821e-48,-2.524268252e-49,0.2485433503
0.026,-2.428422248e-48,-2.524323499e-49,0.2485434528
0.027,-2.42842087e-48,-2.524385726e-49,0.2485435508
0.028,-2.428425861e-48,-2.52474202e-49,0.2485436252
0.029,-2.428424611e-48,-2.524933352e-49,0.2485436585
0.03,-2.42843494e-48,-2.52491144e-49,0.2485436377
0.031,-2.428457777e-48,-2.52507862e-49,0.2485435578
0.032,-2.428461164e-48,-2.525135678e-49,0.2485434229
0.033,-2.428464974e-48,-2.525142857e-49,0.2485432436
0.034,-2.428473501e-48,-2.525253498e-49,0.2485430343
0.035,-2.428464951e-48,-2.525243537e-49,0.2485428102
0.036,-2.428482124e-48,-2.525673925e-49,0.2485425874
0.037,-2.428508617e-48,-2.526149708e-49,0.2485423852
0.038,-2.4285124e-48,-2.526230096e-49,0.2485422259
0.039,-2.42852256e-48,-2.526200727e-49,0.2485421291
0.04,-1.539723379e-48,4.076965256e-49,0.2485421092
0.041,-3.408504737e-48,-2.860848016e-49,0.2485421759
0.042,-6.166108727e-48,-1.640181597e-48,0.2485423363
0.043,-6.1661318e-48,-1.640174239e-48,0.2485425965
0.044,-6.166147521e-48,-1.640182457e-48,0.248542959
0.045,-9.741003348e-48,-2.215156095e-48,0.2485434189
0.046,-1.331587318e-47,-2.790149165e-48,0.2485439621
0.047,-1.331587998e-47,-2.790156822e-48,0.2485445699
0.048,-1.331584861e-47,-2.790115772e-48,0.2485452271
0.049,-1.331582296e-47,-2.790091993e-48,0.2485459244
0.05,-1.33158613e-47,-2.790070231e-48,0.248546653
0.051,-1.331589679e-47,-2.79002925e-48,0.2485473994
0.052,-1.331583655e-47,-2.790014892e-48,0.248548149
0.053,-1.331581901e-47,-2.790047889e-48,0.2485488916
0.054,-1.331582601e-47,-2.790088792e-48,0.248549623
0.055,-1.33157975e-47,-2.790093065e-48,0.2485503424
0.056,-1.33157764e-47,-2.790118932e-48,0.2485510485
0.057,-1.331578994e-47,-2.790108638e-48,0.2485517382
0.058,-1.331582653e-47,-2.790095236e-48,0.2485524117
0.059,-1.33158312e-47,-2.790135914e-48,0.2485530757
0.06,-1.331590626e-47,-2.79023279e-48,0.2485537413
0.061,-1.331597111e-47,-2.790267002e-48,0.2485544208
0.062,-1.331601154e-47,-2.790308833e-48,0.2485551249
0.063,-1.331599623e-47,-2.790301786e-48,0.2485558634
0.064,-1.331591917e-47,-2.7903403e-48,0.2485566465
0.065,-1.331593337e-47,-2.79039192e-48,0.2485574836
0.066,-1.331598013e-47,-2.790364794e-48,0.2485583795
0.067,-1.331595333e-47,-2.790456984e-48,0.248559334
0.068,-1.331596118e-47,-2.790611756e-48,0.2485603419
0.069,-1.331596306e-47,-2.79062735e-48,0.2485613959
0.07,-1.331588396e-47,-2.790564062e-48,0.2485624901
0.071,-1.331581663e-47,-2.790551008e-48,0.2485636196
0.072,-1.331575534e-47,-2.790626808e-48,0.2485647769
0.073,-1.33157007e-47,-2.790669962e-48,0.2485659495
0.074,-1.331576976e-47,-2.790674519e-48,0.2485671242
0.075,-1.331584181e-47,-2.79061688e-48,0.248568294
0.076,-1.33157956e-47,-2.790552673e-48,0.2485694593
0.077,-1.331581464e-47,-2.790578374e-48,0.248570622
0.078,-1.331579021e-47,-2.790464206e-48,0.2485717798
0.079,-1.331576715e-47,-2.790155765e-48,0.2485729254
0.08,-1.331586706e-47,-2.789887077e-48,0.2485740501
0.081,-1.331578889e-47,-2.789698463e-48,0.2485751487
0.082,-1.331561634e-47,-2.789570054e-48,0.2485762211
0.083,-1.331551493e-47,-2.789576558e-48,0.2485772686
0.084,-1.331553133e-47,-2.789779451e-48,0.2485782909
0.085,-1.331555393e-47,-2.789892163e-48,0.2485792884
0.086,-1.331550699e-47,-2.790036609e-48,0.2485802671
0.087,-1.331556068e-47,-2.790293181e-48,0.2485812377
0.088,-1.288535875e-47,2.175665094e-48,0.2485822129
0.089,-1.24550185e-47,7.141687157e-48,0.2485832027
0.09,-1.245503551e-47,7.141440721e-48,0.2485842125
0.091,-1.245507391e-47,7.141286302e-48,0.2485852429
0.092,-1.245494992e-47,7.141413867e-48,0.2485862935
0.093,-1.245490801e-47,7.141653966e-48,0.2485873642
0.094,-1.245502328e-47,7.141642162e-48,0.2485884547
0.095,-1.245494174e-47,7.141599678e-48,0.2485895624
0.096,-1.245490186e-47,7.141527335e-48,0.2485906807
0.097,-1.245499101e-47,7.141661469e-48,0.2485918025
0.098,-1.245496545e-47,7.142146856e-48,0.2485929238
0.099,-1.245503377e-47,7.142389741e-48,0.2485940437
