#Exudyn implicit second order time integration sensor output file
#measure Node number = 7
#OutputVariableType = Coordinates
#simulation started = 2024-11-30,19:47:09
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 2
#Exudyn version = 1.9.0; Python3.11.8; Windows AVX2 FLOAT64
#
0,12669516.57,3161621.092
0.001,12669624.55,3161482.93
0.002,12669878.45,3161158.65
0.003,12670140.23,3160828.24
0.004,12670486.43,3160396.216
0.005,12670889.1,3159905.007
0.006,12671181.72,3159580.624
0.007,12671403.86,3159373.668
0.008,12671805.29,3158959.454
0.009,12672424.7,3158288.695
0.01,12673061,3157633.458
0.011,12673545.6,3157219.896
0.012,12673948.95,3156952.969
0.013,12674557.97,3156462.554
0.014,12675412.84,3155699.9
0.015,12676490.46,3154708.717
0.016,12677576.31,3153762.422
0.017,12678525.97,3153042.891
0.018,12679488.5,3152365.28
0.019,12680609.68,3151544.82
0.02,12681924.46,3150534.493
0.021,12683290.15,3149516.568
0.022,12684640.03,3148581.766
0.023,12686012.02,3147683.359
0.024,12687619.93,3146546.017
0.025,12689460.47,3145169.629
0.026,12691422.96,3143692.117
0.027,12693336.39,3142343.073
0.028,12695204.3,3141123.485
0.029,12697195.51,3139805.584
0.03,12699306.01,3138390.518
0.031,12701634.3,3136742.692
0.032,12704043.79,3135046.836
0.033,12706501.72,3133350.914
0.034,12708960.21,3131702.909
0.035,12711413.62,3130105.241
0.036,12714033.03,3128332.204
0.037,12716820.69,3126386.786
0.038,12719593.6,3124500.393
0.039,12722272.19,3122767.633
0.04,12724992,3121009.512
0.041,12727854.01,3119092.857
0.042,12730818.07,3117067.097
0.043,12733869.13,3114936.527
0.044,12736899.15,3112842.145
0.045,12739699.16,3111061.291
0.046,12742469.68,3109324.888
0.047,12745404.41,3107363.935
0.048,12748528.93,3105137.52
0.049,12751597.99,3102968.743
0.05,12754401.85,3101135.159
0.051,12757104.9,3099414.04
0.052,12759830.29,3097628.042
0.053,12762639.87,3095690.895
0.054,12765424.51,3093743.496
0.055,12768077.59,3091926.657
0.056,12770522.33,3090335.373
0.057,12772884.18,3088792.248
0.058,12775292.85,3087119.864
0.059,12777643.94,3085458.35
0.06,12779897.56,3083857.234
0.061,12781940.44,3082456.411
0.062,12783865.37,3081123.867
0.063,12785771.15,3079727.447
0.064,12787624.9,3078316.17
0.065,12789279.09,3077074.585
0.066,12790690,3076051.221
0.067,12791957.64,3075113.227
0.068,12793047.44,3074308.354
0.069,12794155.61,3073367.659
0.07,12795209.34,3072383.924
0.071,12796001.31,3071630.697
0.072,12796430.6,3071245.371
0.073,12796634.6,3071048.404
0.074,12796875.3,3070679.173
0.075,12797146.97,3070138.776
0.076,12797213.17,3069744.78
0.077,12796946.08,3069678.959
0.078,12796376.62,3069896.541
0.079,12795567.52,3070306.858
0.08,12794718.88,3070638.039
0.081,12793771.01,3070979.54
0.082,12792629.08,3071465.951
0.083,12791187.29,3072231.615
