#Exudyn implicit second order time integration sensor output file
#measure Object number = 18
#OutputVariableType = Distance
#simulation started = 2024-11-30,19:47:09
#columns contain: time, comma separated sensor values (e.g, x,y,z position coordinates)
#number of sensor values = 1
#Exudyn version = 1.9.0; Python3.11.8; Windows AVX2 FLOAT64
#
0,1.014350357
0.001,1.014350356
0.002,1.014350356
0.003,1.014350353
0.004,1.014350348
0.005,1.014350338
0.006,1.014350325
0.007,1.014350305
0.008,1.014350279
0.009,1.014350245
0.01,1.014350203
0.011,1.014350152
0.012,1.01435009
0.013,1.014350017
0.014,1.014349932
0.015,1.014349834
0.016,1.014349723
0.017,1.014349598
0.018,1.01434946
0.019,1.014349307
0.02,1.01434914
0.021,1.014348958
0.022,1.01434876
0.023,1.014348547
0.024,1.014348319
0.025,1.014348074
0.026,1.014347815
0.027,1.01434754
0.028,1.014347249
0.029,1.014346945
0.03,1.014346625
0.031,1.014346292
0.032,1.014345946
0.033,1.014345586
0.034,1.014345214
0.035,1.014344831
0.036,1.014344437
0.037,1.014344033
0.038,1.01434362
0.039,1.014343199
0.04,1.014342771
0.041,1.014342337
0.042,1.014341898
0.043,1.014341454
0.044,1.014341008
0.045,1.014340561
0.046,1.014340113
0.047,1.014339666
0.048,1.014339222
0.049,1.01433878
0.05,1.014338343
0.051,1.014337913
0.052,1.014337489
0.053,1.014337074
0.054,1.014336669
0.055,1.014336275
0.056,1.014335893
0.057,1.014335524
0.058,1.014335171
0.059,1.014334832
0.06,1.014334511
0.061,1.014334208
0.062,1.014333924
0.063,1.01433366
0.064,1.014333417
0.065,1.014333196
0.066,1.014332998
0.067,1.014332824
0.068,1.014332675
0.069,1.014332551
0.07,1.014332453
0.071,1.014332381
0.072,1.014332337
0.073,1.014332319
0.074,1.01433233
0.075,1.014332368
0.076,1.014332435
0.077,1.01433253
0.078,1.014332654
0.079,1.014332807
0.08,1.014332988
0.081,1.014333198
0.082,1.014333435
0.083,1.0143337
0.084,1.014333992
0.085,1.01433431
0.086,1.014334654
0.087,1.014335024
0.088,1.014335418
0.089,1.014335837
0.09,1.014336279
0.091,1.014336743
0.092,1.014337229
0.093,1.014337736
0.094,1.014338262
0.095,1.014338807
0.096,1.01433937
0.097,1.01433995
0.098,1.014340545
0.099,1.014341155
0.1,1.014341778
0.101,1.014342414
0.102,1.014343061
